ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
94060,Larisa Leonidovna Petrik (-Klimenko),F,19,163,52,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Floor Exercise,Gold
94060,Larisa Leonidovna Petrik (-Klimenko),F,19,163,52,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Balance Beam,Bronze
94065,Gyula Petrikovics,M,25,173,67,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
94066,Mihaela Petril,F,25,190,74,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Bronze
94071,Silvijo Petriko,M,20,174,54,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Bronze
94072,Gerhard Petritsch,M,39,180,85,Austria,AUT,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Bronze
94074,Oleksandr Sviatoslavovych Petriv,M,34,175,72,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold
94078,Pedro Petrone Schiavone,M,18,173,74,Uruguay,URU,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Gold
94078,Pedro Petrone Schiavone,M,23,173,74,Uruguay,URU,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Gold
94091,"John Edward ""Jack"" Petroske",M,21,183,83,United States,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
94094,Eleftherios Petrounias,M,25,164,62,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,Gold
94098,Aleksandr Pavlovich Petrov,M,21,208,103,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Silver
94098,Aleksandr Pavlovich Petrov,M,25,208,103,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
94100,Aleksey Aleksandrovich Petrov,M,21,170,92,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
94100,Aleksey Aleksandrovich Petrov,M,26,170,92,Russia,RUS,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
94101,Aleksey Stepanovich Petrov,M,23,177,76,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
94109,Denis Alekseyevich Petrov,M,23,182,77,Unified Team-2,EUN,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Mixed Pairs,Silver
94112,Dinko Stoykov Petrov,M,25,167,57,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Bronze
94116,Konstantin Yuryevich Petrov,M,24,185,81,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
94117,Lyubomir Petrov,M,25,185,89,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Quadruple Sculls,Bronze
94122,Petar Nikolov Petrov,M,25,180,80,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,Bronze
94126,Vladimir Vladimirovich Petrov,M,24,178,77,Soviet Union,URS,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
94126,Vladimir Vladimirovich Petrov,M,28,178,77,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
94126,Vladimir Vladimirovich Petrov,M,32,178,77,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
94129,Yevgeny Aleksandrovich Petrov,M,29,179,82,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Shooting,Shooting Mixed Skeet,Gold
94129,Yevgeny Aleksandrovich Petrov,M,33,179,82,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Shooting,Shooting Mixed Skeet,Silver
94139,Mayya Andreyevna Petrova (Kaverina-),F,34,178,71,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
94140,"Nadezhda Viktorovna ""Nadiya"" Petrova",F,30,178,65,Russia-1,RUS,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,Bronze
94142,Ognyana Georgieva Petrova (-Dusheva),F,23,169,67,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
94143,Olena Yurivna Petrova,F,25,162,54,Ukraine,UKR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 15 kilometres,Silver
94146,Tatyana Vladimirovna Petrova,F,27,162,63,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
94150,Yuliya Sergeyevna Petrova,F,21,170,60,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
94151,Tatyana Valeryevna Petrova-Arkhipova,F,29,154,46,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Marathon,Bronze
94155,Aleksandar Petrovi,M,25,194,85,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Bronze
94160,Draen Petrovi,M,19,197,89,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Bronze
94160,Draen Petrovi,M,23,197,89,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Silver
94160,Draen Petrovi,M,27,197,89,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Silver
94165,Sonja Petrovi,F,27,188,77,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
94169,Zoran Petrovi,M,23,203,98,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold
94186,Silviya Petrunova,F,24,180,72,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Bronze
94189,Roman Ivanovich Petrushenko,M,23,191,91,Belarus,BLR,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
94189,Roman Ivanovich Petrushenko,M,27,191,91,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
94189,Roman Ivanovich Petrushenko,M,27,191,91,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
94189,Roman Ivanovich Petrushenko,M,31,191,91,Belarus,BLR,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Silver
94192,"Olov Algot ""Olle"" Petrusson",M,24,174,66,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
94193,Nataliya Anatolyevna Petrusyova (-Komarova),F,24,162,61,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Speed Skating,Speed Skating Women's 500 metres,Bronze
94193,Nataliya Anatolyevna Petrusyova (-Komarova),F,24,162,61,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Women's 1,000 metres",Gold
94193,Nataliya Anatolyevna Petrusyova (-Komarova),F,28,162,61,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze
94193,Nataliya Anatolyevna Petrusyova (-Komarova),F,28,162,61,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Women's 1,500 metres",Bronze
94206,Giovanni Pettenella,M,21,178,73,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's Sprint,Gold
94206,Giovanni Pettenella,M,21,178,73,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver
94209,Brit Pettersen (-Tofte),F,18,174,58,Norway,NOR,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
94209,Brit Pettersen (-Tofte),F,22,174,58,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Bronze
94209,Brit Pettersen (-Tofte),F,22,174,58,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
94210,Karin Pettersen (-Ryen),F,23,169,64,Norway,NOR,1988 Summer,1988,Summer,Seoul,Handball,Handball Women's Handball,Silver
94210,Karin Pettersen (-Ryen),F,27,169,64,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Handball,Handball Women's Handball,Silver
94212,Marianne Iren Pettersen,F,21,171,64,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Bronze
94212,Marianne Iren Pettersen,F,25,171,64,Norway,NOR,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Gold
94217,ystein Pettersen,M,27,181,83,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Gold
94219,"Per Helmer ""Pelle"" Petterson",M,32,177,74,Humbug V,SWE,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Two Person Keelboat,Bronze
94219,"Per Helmer ""Pelle"" Petterson",M,40,177,74,Sweden,SWE,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Keelboat,Silver
94227,Erik Hkan Pettersson (-Fglum),M,20,180,67,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
94227,Erik Hkan Pettersson (-Fglum),M,24,180,67,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
94230,Gsta Artur Roland Pettersson,M,23,189,75,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
94230,Gsta Artur Roland Pettersson,M,27,189,75,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Road Race, Individual",Bronze
94230,Gsta Artur Roland Pettersson,M,27,189,75,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
94235,Ingvar Albin Henrik Pettersson,M,38,174,64,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 50 kilometres Walk,Bronze
94238,Pr Johan Pettersson (Petersson-),M,23,181,82,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,Silver
94238,Pr Johan Pettersson (Petersson-),M,27,181,82,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Silver
94241,Josefin Kristin Pettersson (-Fagrell),F,18,168,64,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
94243,Lars-Gunnar Pettersson,M,27,183,83,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
94244,Ingvar Lennart Pettersson,M,29,186,75,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
94251,Ronald Erik Pettersson,M,28,180,82,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
94252,Sten Karl Leopold Pettersson,M,21,190,79,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,Bronze
94254,Sture Helge Vilhelm Pettersson (-Fglum),M,22,188,75,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
94254,Sture Helge Vilhelm Pettersson (-Fglum),M,26,188,75,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
94257,Tomas Rune Pettersson (-Fglum),M,21,186,69,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
94265,Leonardo Pettinari,M,27,181,71,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,Silver
94273,Aleksey Yevgenyevich Petukhov,M,26,176,82,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Bronze
94276,Stanislav Afanasyevich Petukhov,M,22,185,89,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
94276,Stanislav Afanasyevich Petukhov,M,26,185,89,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
94284,Yelena Vladimirovna Petushkova (-Brumel-),F,27,160,65,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
94284,Yelena Vladimirovna Petushkova (-Brumel-),F,31,160,65,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
94284,Yelena Vladimirovna Petushkova (-Brumel-),F,31,160,65,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
94285,Barbara Petzold (-Beyer),F,20,157,48,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
94285,Barbara Petzold (-Beyer),F,24,157,48,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold
94285,Barbara Petzold (-Beyer),F,24,157,48,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
94315,"Kimberley Marie ""Kim"" Peyton (-McDonald)",F,15,178,64,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
94315,"Kimberley Marie ""Kim"" Peyton (-McDonald)",F,19,178,64,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
94318,Tibor Pzsa,M,28,191,85,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Individual",Gold
94318,Tibor Pzsa,M,32,191,85,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Sabre, Individual",Bronze
94318,Tibor Pzsa,M,32,191,85,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Sabre, Team",Bronze
94318,Tibor Pzsa,M,36,191,85,Hungary,HUN,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Sabre, Team",Bronze
94323,Paola Pezzo,F,27,178,58,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Women's Mountainbike, Cross-Country",Gold
94323,Paola Pezzo,F,31,178,58,Italy,ITA,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Women's Mountainbike, Cross-Country",Gold
94326,"Jeffrey A. ""Jeff"" Pfaendtner",M,29,183,73,United States,USA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
94327,Gnther Pfaff,M,29,177,73,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
94333,Stefan Pfannmller,M,23,180,75,Germany,GER,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze
94336,Anna Pfeffer,F,23,168,67,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
94336,Anna Pfeffer,F,26,168,67,Hungary,HUN,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
94336,Anna Pfeffer,F,30,168,67,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
94338,Thomas Pfeffer,M,22,191,105,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Running Target, 50 metres",Silver
94343,Jrg Pfeifer,M,24,177,67,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
94348,Stefan Pfeiffer,M,18,190,80,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
94348,Stefan Pfeiffer,M,22,190,80,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
94348,Stefan Pfeiffer,M,22,190,80,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
94375,Cornelia Pfohl (-Griem),F,25,175,58,Germany,GER,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Team,Silver
94375,Cornelia Pfohl (-Griem),F,29,175,58,Germany,GER,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Team,Bronze
94379,Frank Pftze,M,21,184,74,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
94393,Alexandre Emmanuel Pharamond,M,23,164,70,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
94403,Brian Eric Phelps,M,16,168,67,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Diving,Diving Men's Platform,Bronze
94406,"Michael Fred Phelps, II",M,19,193,91,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Freestyle,Bronze
94406,"Michael Fred Phelps, II",M,19,193,91,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
94406,"Michael Fred Phelps, II",M,19,193,91,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
94406,"Michael Fred Phelps, II",M,19,193,91,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Butterfly,Gold
94406,"Michael Fred Phelps, II",M,19,193,91,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Butterfly,Gold
94406,"Michael Fred Phelps, II",M,19,193,91,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Individual Medley,Gold
94406,"Michael Fred Phelps, II",M,19,193,91,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 400 metres Individual Medley,Gold
94406,"Michael Fred Phelps, II",M,19,193,91,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
94406,"Michael Fred Phelps, II",M,23,193,91,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Freestyle,Gold
94406,"Michael Fred Phelps, II",M,23,193,91,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
94406,"Michael Fred Phelps, II",M,23,193,91,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
94406,"Michael Fred Phelps, II",M,23,193,91,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,Gold
94406,"Michael Fred Phelps, II",M,23,193,91,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Butterfly,Gold
94406,"Michael Fred Phelps, II",M,23,193,91,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Individual Medley,Gold
94406,"Michael Fred Phelps, II",M,23,193,91,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 400 metres Individual Medley,Gold
94406,"Michael Fred Phelps, II",M,23,193,91,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
94406,"Michael Fred Phelps, II",M,27,193,91,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
94406,"Michael Fred Phelps, II",M,27,193,91,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
94406,"Michael Fred Phelps, II",M,27,193,91,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Butterfly,Gold
94406,"Michael Fred Phelps, II",M,27,193,91,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Butterfly,Silver
94406,"Michael Fred Phelps, II",M,27,193,91,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Individual Medley,Gold
94406,"Michael Fred Phelps, II",M,27,193,91,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
94406,"Michael Fred Phelps, II",M,31,193,91,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
94406,"Michael Fred Phelps, II",M,31,193,91,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
94406,"Michael Fred Phelps, II",M,31,193,91,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,Silver
94406,"Michael Fred Phelps, II",M,31,193,91,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Butterfly,Gold
94406,"Michael Fred Phelps, II",M,31,193,91,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,Gold
94406,"Michael Fred Phelps, II",M,31,193,91,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
94409,"Richard Lawson Phelps, Jr.",M,27,185,75,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
94416,Erin Ashley Phenix,F,19,178,63,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
94426,Asha Solette Philip,F,25,164,67,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
94433,Rainer Philipp,M,25,182,88,West Germany,FRG,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
94459,Andr Lamar Phillips,M,29,188,84,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,Gold
94464,Brenda Joan Phillips,F,22,155,49,Zimbabwe,ZIM,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Gold
94469,Dwight D. Phillips,M,26,185,73,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,Gold
94471,Erin Victoria Phillips,F,23,173,70,Australia,AUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver
94483,Karen Anne Phillips (-Higgison),F,18,170,58,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Butterfly,Silver
94487,Mark Anthony Peter Phillips,M,23,185,79,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
94487,Mark Anthony Peter Phillips,M,39,185,79,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
94497,Zara Anne Elizabeth Phillips (-Tindall),F,31,168,64,Great Britain,GBR,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
94504,Davis Welsh Phinney,M,25,172,75,United States,USA,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
94531,Oleksandr Serhiyovych P'iatnytsia,M,27,186,90,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,Silver
94549,Matteo Piano,M,25,208,102,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver
94554,Bartosz Mariusz Piasecki,M,25,196,80,Norway,NOR,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's epee, Individual",Silver
94563,Andrzej Ryszard Pitkowski,M,22,169,68,Poland,POL,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's Sabre, Team",Silver
94563,Andrzej Ryszard Pitkowski,M,25,169,68,Poland,POL,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Team",Silver
94563,Andrzej Ryszard Pitkowski,M,29,169,68,Poland,POL,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Team",Bronze
94573,Geoffrey William Picard,M,21,192,89,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Fours,Bronze
94575,Michelle Picard,F,20,163,68,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
94576,Vincenzo Picardi,M,24,164,52,Italy,ITA,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Flyweight,Bronze
94579,Franck Piccard,M,23,182,70,France,FRA,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Downhill,Bronze
94579,Franck Piccard,M,23,182,70,France,FRA,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Super G,Gold
94579,Franck Piccard,M,27,182,70,France,FRA,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Downhill,Silver
94584,Achille Piccini,M,24,180,75,Italy,ITA,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,Gold
94607,Walter Georg Pichler,M,24,177,71,West Germany,FRG,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
94640,Karel Zdenk Piman,M,31,173,73,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,Silver
94642,Charline Picon,F,31,169,57,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,Gold
94644,Patrick Picot,M,28,177,76,France,FRA,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's epee, Team",Gold
